facility_id,facility_mw,cooling_type,utilization_pct,electricity_rate_usd_kwh,colocation_usd_kw_month,pue_realized,capex_usd_per_mw,stranded_capacity_pct,stranded_capacity_mw,loss_floor_usd_annual,loss_ceiling_usd_annual,loss_mid_usd_annual,p10_loss_usd,p50_loss_usd,p90_loss_usd,recoverable_value_usd,roi_months
DC-4384,19.27,air-cooled,87.2,0.1102,172.81,1.539,11806735.77,12.78,2.463,10121441.82,5107572.36,7614507.09,6747495.22,7274739.96,7681101.66,6091605.67,2.8
DC-4385,10.12,hybrid,69.7,0.1039,170.56,1.299,14639937.71,8.47,0.857,3801328.51,1754039.04,2777683.78,2546996.7,2784784.05,3101889.75,2222147.02,4.1
DC-4386,11.9,air-cooled,64.8,0.1566,187.21,1.647,11852029.12,12.06,1.435,7021692.06,3223756.2,5122724.13,4820320.23,5089152.93,5382501.43,4098179.3,2.6
DC-4387,9.5,air-cooled,62.6,0.1634,168.0,1.608,10346449.45,12.55,1.192,5484244.74,2403072.0,3943658.37,3766225.77,3980679.87,4248425.86,3154926.7,2.7
DC-4388,5.23,liquid-cooled,66.1,0.1129,167.58,1.047,16457300.93,3.24,0.169,793060.41,339852.24,566456.32,417756.4,637827.24,852373.03,453165.06,10.4
DC-4389,18.48,hybrid,47.4,0.1218,189.9,1.26,13465549.86,9.8,1.811,7853807.33,4126906.8,5990357.06,5222748.99,5804051.78,6403748.27,4792285.65,3.5
DC-4390,26.27,air-cooled,63.3,0.1162,182.57,1.604,11479902.87,12.99,3.412,14275195.12,7475146.08,10875170.6,9612703.89,10230311.03,10868189.47,8700136.48,2.7
DC-4391,24.83,air-cooled,65.3,0.1421,198.06,1.674,11120435.05,12.03,2.987,13605773.93,7099262.64,10352518.28,9910498.78,10559149.26,11188868.98,8282014.62,2.7
DC-4392,31.69,air-cooled,69.9,0.1461,177.63,1.606,11722081.82,12.48,3.955,18431580.18,8430319.8,13430949.99,12324883.75,13103564.09,13920015.75,10744759.99,2.7
DC-4393,21.32,air-cooled,73.6,0.0845,175.28,1.621,11041593.42,12.68,2.703,9875637.68,5685382.08,7780509.88,7172491.93,7668949.51,8161112.59,6224407.9,3.1
DC-4394,10.74,hybrid,76.3,0.1295,190.35,1.175,14001465.76,8.08,0.868,3857722.13,1982685.6,2920203.86,2930013.7,3213917.88,3556556.16,2336163.09,4.1
DC-4395,32.19,air-cooled,71.8,0.0939,171.82,1.6,11072327.85,12.42,3.998,15098925.56,8243236.32,11671080.94,10872731.89,11638428.81,12430201.84,9336864.75,3.1
DC-4396,5.55,liquid-cooled,65.0,0.1552,174.13,1.079,17338286.75,4.45,0.247,1314017.58,516121.32,915069.45,473329.64,722691.83,973611.99,732055.56,6.8
DC-4397,8.0,hybrid,48.4,0.1288,174.72,1.241,12819544.71,9.96,0.797,3386447.52,1671022.08,2528734.8,2194738.82,2433747.31,2664942.99,2022987.84,3.6
DC-4398,7.6,hybrid,65.1,0.1035,180.85,1.192,13752310.87,9.49,0.721,2982638.43,1564714.2,2273676.32,1936565.02,2136747.73,2362947.0,1818941.06,3.8
DC-4399,39.02,air-cooled,60.3,0.1152,210.59,1.541,10699983.8,12.49,4.874,19168844.49,12316987.92,15742916.2,15046509.73,16054214.98,16998432.88,12594332.96,2.8
DC-4400,34.96,air-cooled,77.6,0.1142,163.35,1.525,11452312.95,12.03,4.206,17120759.52,8244601.2,12682680.36,12186206.35,13022625.81,13887124.34,10146144.29,3.1
DC-4401,24.28,hybrid,82.9,0.1305,203.43,1.235,13845190.55,8.0,1.942,8716737.51,4740732.72,6728735.12,6753506.51,7451531.68,8222249.32,5382988.1,4.1
DC-4402,38.77,air-cooled,83.3,0.1408,195.07,1.571,11162334.06,12.11,4.695,20743461.44,10990243.8,15866852.62,15408043.34,16331580.5,17324116.39,12693482.1,2.7
DC-4403,8.14,air-cooled,81.1,0.097,207.5,1.512,11446188.63,12.37,1.007,3855172.73,2507430.0,3181301.36,3001988.24,3192910.71,3394040.13,2545041.09,2.9
DC-4404,21.73,air-cooled,70.4,0.1568,231.05,1.566,10852910.73,12.02,2.612,11917943.3,7242031.2,9579987.25,9499760.2,10015495.11,10574663.37,7663989.8,2.6
DC-4405,14.88,air-cooled,65.7,0.1521,205.47,1.536,10691195.02,12.71,1.891,8362723.18,4662525.24,6512624.21,6093393.59,6511235.87,6910648.02,5210099.37,2.6
DC-4406,32.38,hybrid,63.0,0.1025,197.89,1.207,12575360.12,9.21,2.982,11565060.1,7081295.76,9323177.93,8591074.5,9441066.74,10359923.34,7458542.34,3.9
DC-4407,15.0,air-cooled,53.9,0.1215,164.31,1.492,11056217.72,12.08,1.812,7329417.78,3572756.64,5451087.21,5368062.94,5695830.99,6081898.92,4360869.77,3.1
DC-4408,12.09,air-cooled,83.9,0.1542,166.21,1.666,11170099.66,12.52,1.514,7165253.05,3019703.28,5092478.16,4683775.91,4973727.09,5227803.02,4073982.53,2.7
DC-4409,25.35,air-cooled,69.9,0.1447,189.4,1.61,11253727.48,12.51,3.171,14401474.64,7207048.8,10804261.72,10047220.48,10654803.05,11270104.7,8643409.38,2.6
DC-4410,33.15,hybrid,57.0,0.1133,158.53,1.251,13893860.37,9.13,3.027,13104343.21,5758443.72,9431393.46,8297319.92,9180950.26,10174482.77,7545114.77,4.0
DC-4411,9.63,liquid-cooled,62.1,0.1363,193.23,1.08,16824130.94,2.85,0.274,1377727.57,635340.24,1006533.9,829763.05,1241174.54,1704483.18,805227.12,10.8
DC-4412,15.66,liquid-cooled,61.6,0.1799,151.98,1.064,17393371.38,2.81,0.44,2438469.78,802454.4,1620462.09,1337311.31,1985027.96,2685035.2,1296369.67,10.9
DC-4413,7.05,air-cooled,72.5,0.1221,201.28,1.589,10984235.71,12.15,0.857,3548433.62,2069963.52,2809198.57,2714028.27,2875568.31,3061324.5,2247358.86,2.8
DC-4414,2.23,air-cooled,84.8,0.1073,179.17,1.57,11213580.24,12.14,0.271,1075226.4,582660.84,828943.62,790811.79,847699.9,897606.83,663154.9,3.0
DC-4415,19.31,air-cooled,67.8,0.1234,185.9,1.581,10588543.8,12.02,2.321,9428007.46,5177686.8,7302847.13,7232308.13,7711074.39,8201169.85,5842277.7,3.0
DC-4416,26.77,hybrid,45.0,0.1249,172.77,1.274,13079936.69,10.56,2.827,12157701.7,5861049.48,9009375.59,7850715.4,8585123.46,9440698.14,7207500.47,3.3
DC-4417,20.28,hybrid,69.7,0.1095,155.52,1.293,14080878.44,9.98,2.024,8843575.65,3777269.76,6310422.7,4995190.35,5504132.83,6087849.44,5048338.16,3.6
DC-4418,3.46,hybrid,70.1,0.1288,202.52,1.267,12909410.38,8.35,0.289,1242208.34,702339.36,972273.85,967692.11,1074683.26,1173291.91,777819.08,4.0
DC-4419,12.42,air-cooled,69.3,0.0949,204.04,1.583,11110830.4,12.41,1.541,5832776.4,3773107.68,4802942.04,4525450.2,4819015.71,5123317.14,3842353.63,2.9
DC-4420,2.79,hybrid,64.5,0.1067,178.73,1.262,13996223.25,8.91,0.249,1068173.43,534045.24,801109.34,718045.11,793392.37,874330.89,640887.47,3.9
DC-4421,49.19,air-cooled,74.6,0.1352,193.93,1.546,10554247.73,12.35,6.075,25371609.2,14137497.0,19754553.1,19287641.11,20460320.67,21676625.59,15803642.48,2.8
DC-4422,6.9,hybrid,72.8,0.0849,178.14,1.307,13130998.59,8.04,0.555,2158976.06,1186412.4,1672694.23,1699237.35,1871563.18,2074926.62,1338155.38,4.6
DC-4423,44.89,air-cooled,71.7,0.1381,188.33,1.552,11891807.85,12.56,5.638,25484691.84,12741654.48,19113173.16,17379927.68,18557390.02,19635450.61,15290538.53,2.6
DC-4424,35.05,hybrid,77.0,0.0798,195.39,1.231,13037700.41,9.55,3.347,12577339.35,7847643.96,10212491.65,8832252.67,9760711.47,10828283.76,8169993.32,3.9
DC-4425,8.0,air-cooled,66.8,0.0854,192.33,1.568,10920657.96,12.28,0.982,3535042.83,2266416.72,2900729.78,2772717.32,2964052.69,3160012.1,2320583.82,3.1
DC-4426,6.64,air-cooled,66.2,0.11,204.11,1.565,11508297.07,12.57,0.835,3394636.85,2045182.2,2719909.52,2505564.07,2666154.69,2834724.77,2175927.62,2.7
DC-4427,21.76,hybrid,88.6,0.1257,191.78,1.286,13462107.66,8.18,1.78,7845590.71,4096420.8,5971005.76,5935651.52,6566890.82,7214626.19,4776804.61,4.1
DC-4428,8.37,air-cooled,78.7,0.1465,184.42,1.628,10550055.15,12.34,1.033,4580047.45,2286070.32,3433058.88,3283387.04,3482487.99,3705032.88,2746447.1,2.7
DC-4429,17.85,hybrid,81.9,0.1212,172.58,1.262,13392952.79,9.45,1.687,7281247.67,3493709.52,5387478.6,4617728.69,5110367.54,5621121.44,4309982.88,3.7
DC-4430,11.18,hybrid,86.7,0.1151,176.82,1.279,12829123.37,9.0,1.006,4165344.32,2134571.04,3149957.68,2902863.17,3213588.06,3499958.26,2519966.14,4.0
DC-4431,3.96,hybrid,78.3,0.1316,196.15,1.218,14057722.77,8.8,0.348,1575767.76,819122.4,1197445.08,1091285.31,1204544.69,1330156.71,957956.06,3.7
DC-4432,2.76,air-cooled,83.1,0.1026,161.47,1.669,10096282.58,12.86,0.355,1329004.8,687862.2,1008433.5,932156.56,996891.44,1071293.84,806746.8,3.1
DC-4433,19.71,air-cooled,53.0,0.1228,200.59,1.597,10909967.2,12.13,2.391,9904418.08,5755328.28,7829873.18,7591447.59,8078910.49,8570327.66,6263898.54,2.8
DC-4434,10.49,hybrid,74.4,0.096,179.78,1.272,12721992.08,9.36,0.982,3826667.88,2118527.52,2972597.7,2656040.64,2953931.93,3235534.0,2378078.16,4.0
DC-4435,10.56,air-cooled,69.8,0.1217,171.72,1.525,11502939.57,12.92,1.364,5704246.76,2810712.96,4257479.86,3844364.17,4095564.14,4365842.75,3405983.89,2.8
DC-4436,28.69,hybrid,92.1,0.1174,167.52,1.273,14378124.22,9.02,2.588,11657186.54,5202501.12,8429843.83,7365111.71,8113107.91,8950592.47,6743875.06,3.8
DC-4437,42.05,air-cooled,83.1,0.1039,194.12,1.704,10587928.08,12.56,5.281,20615927.47,12301772.64,16458850.06,15351257.03,16330798.16,17362804.45,13167080.05,2.9
DC-4438,13.22,air-cooled,64.4,0.1233,183.78,1.656,10964373.99,12.78,1.69,7140565.02,3727058.4,5433811.71,4938453.65,5256211.64,5592216.61,4347049.37,2.7
DC-4439,12.52,air-cooled,76.5,0.1232,207.83,1.513,10196424.94,12.58,1.575,6140531.61,3927987.0,5034259.3,4887559.97,5202248.92,5528098.3,4027407.44,2.8
DC-4440,24.54,air-cooled,74.0,0.1435,165.05,1.575,11399156.08,12.01,2.947,13299856.08,5836828.2,9568342.14,9256768.65,9817519.7,10424474.62,7654673.71,2.9
DC-4441,5.55,air-cooled,77.5,0.0879,175.33,1.524,10693401.14,12.19,0.677,2403212.88,1424380.92,1913796.9,1869822.4,2008441.47,2137731.04,1531037.52,3.3
DC-4442,19.66,hybrid,59.8,0.1185,182.62,1.206,14366931.88,8.53,1.677,7453513.52,3675044.88,5564279.2,5237232.19,5730501.23,6289690.71,4451423.36,4.0
DC-4443,25.57,hybrid,76.3,0.1048,172.72,1.222,13047581.78,9.6,2.455,9872333.91,5088331.2,7480332.56,6404408.54,7195658.74,7847987.46,5984266.05,3.8
DC-4444,28.34,air-cooled,69.3,0.1374,184.09,1.587,11459874.19,12.03,3.409,15193197.1,7530753.72,11361975.41,10901063.54,11547247.63,12328069.13,9089580.33,2.8
DC-4445,3.49,liquid-cooled,75.4,0.1351,188.79,1.075,18050548.47,3.45,0.12,634016.36,271857.6,452936.98,301568.52,446198.32,615210.3,362349.58,8.7
DC-4446,8.94,air-cooled,63.3,0.1302,191.27,1.632,10813845.51,12.12,1.084,4622672.09,2488040.16,3555356.12,3429740.23,3645182.78,3856870.93,2844284.9,2.8
DC-4447,8.14,liquid-cooled,65.0,0.1059,206.59,1.075,17866695.5,4.15,0.338,1679061.33,837929.04,1258495.18,719669.81,1057873.64,1418642.55,1006796.14,7.3
DC-4448,17.81,hybrid,86.1,0.1377,164.45,1.296,14666083.28,9.76,1.738,8381387.18,3429769.2,5905578.19,4673777.64,5180458.81,5698922.23,4724462.55,3.4
DC-4449,24.16,hybrid,59.4,0.0894,189.07,1.253,13636879.71,9.73,2.351,9431499.99,5334042.84,7382771.42,6151869.07,6815160.87,7503540.08,5906217.14,3.7
DC-4450,54.45,air-cooled,60.3,0.0853,174.3,1.675,11358993.1,12.81,6.975,26336397.44,14588910.0,20462653.72,18239713.92,19552608.31,20841704.79,16370122.98,3.0
DC-4451,11.07,air-cooled,71.4,0.0945,190.45,1.588,11819724.86,12.37,1.369,5395480.46,3128712.6,4262096.53,3921279.72,4158410.95,4453628.66,3409677.22,2.9
DC-4452,11.04,air-cooled,62.7,0.1193,190.47,1.622,10646107.2,12.75,1.408,5717749.87,3218181.12,4467965.5,4123935.95,4408655.88,4666685.84,3574372.4,2.8
DC-4453,41.25,hybrid,61.4,0.1335,169.2,1.199,13633395.54,9.43,3.89,17239803.11,7898256.0,12569029.56,10944060.1,12027689.44,13222792.38,10055223.65,3.7
DC-4454,20.85,air-cooled,73.3,0.0605,170.48,1.614,10147459.65,12.54,2.615,8133640.44,5349662.4,6741651.42,6665504.34,7029534.95,7465699.32,5393321.14,3.5
DC-4455,45.34,hybrid,53.9,0.1465,191.67,1.227,11809862.37,9.11,4.13,17342167.53,9499165.2,13420666.36,12799429.94,14334189.9,15515730.26,10736533.09,3.8
DC-4456,20.72,air-cooled,59.9,0.1226,184.35,1.635,9701488.4,12.74,2.64,10327249.87,5840208.0,8083728.94,7711453.17,8162770.31,8701027.4,6466983.15,2.9
DC-4457,6.52,hybrid,96.6,0.0886,180.71,1.236,13427119.08,9.25,0.603,2377694.33,1307617.56,1842655.94,1624971.32,1797309.0,1981512.87,1474124.75,4.0
DC-4458,5.66,air-cooled,77.5,0.122,193.87,1.553,11178387.9,12.69,0.718,2975254.4,1670383.92,2322819.16,2133333.51,2279111.73,2418310.2,1858255.33,2.7
DC-4459,4.75,air-cooled,63.0,0.1419,194.98,1.655,10430145.66,12.54,0.596,2607528.59,1394496.96,2001012.78,1891242.27,2010937.4,2134041.16,1600810.22,2.7
DC-4460,27.93,air-cooled,77.0,0.132,176.06,1.522,10629528.89,12.48,3.486,14369419.49,7364941.92,10867180.7,10510790.71,11155763.15,11825438.94,8693744.56,2.9
DC-4461,42.56,air-cooled,78.8,0.142,171.22,1.554,10383374.74,12.96,5.516,23390423.08,11333394.24,17361908.66,16130207.48,17173914.73,18246190.3,13889526.93,2.8
DC-4462,72.2,air-cooled,83.9,0.0927,165.07,1.583,10648126.58,12.93,9.335,34088887.1,18491141.4,26290014.25,23934618.39,25715719.77,27500334.53,21032011.4,3.1
DC-4463,32.28,hybrid,70.5,0.1117,184.5,1.284,12704336.66,8.81,2.844,11602296.09,6296616.0,8949456.04,8409826.33,9280145.82,10292912.94,7159564.83,4.1
DC-4464,41.69,air-cooled,83.7,0.1015,162.65,1.608,11783897.43,12.07,5.032,20371453.16,9821457.6,15096455.38,14089790.03,15139964.79,16130920.95,12077164.3,3.1
DC-4465,10.34,air-cooled,47.5,0.1544,185.49,1.646,11311011.49,12.94,1.338,6341913.32,2978227.44,4660070.38,4310673.99,4555423.98,4823138.08,3728056.3,2.5
DC-4466,6.52,hybrid,59.3,0.1328,202.25,1.243,12685843.32,9.38,0.612,2610236.91,1485324.0,2047780.46,1839277.74,2022981.34,2203473.45,1638224.37,3.6
DC-4467,32.46,air-cooled,74.0,0.1769,178.7,1.517,10869299.69,12.89,4.184,19941822.13,8972169.6,14456995.86,13434139.64,14236755.89,15174497.94,11565596.69,2.5
DC-4468,22.97,liquid-cooled,76.0,0.1106,175.96,1.07,16006826.35,3.06,0.703,3229405.16,1484398.56,2356901.86,1863708.03,2753002.69,3792618.03,1885521.49,11.0
DC-4469,17.92,liquid-cooled,61.1,0.1055,213.97,1.076,18305471.74,4.17,0.747,3781538.32,1918027.08,2849782.7,1543680.83,2331415.14,3111450.11,2279826.16,7.1
DC-4470,22.42,air-cooled,75.1,0.1171,206.65,1.543,11721436.47,12.74,2.856,11959691.03,7082308.8,9520999.91,8635681.38,9173472.39,9691682.0,7616799.93,2.6
DC-4471,21.3,air-cooled,64.5,0.1476,172.53,1.538,11442519.11,12.47,2.656,12035342.92,5498876.16,8767109.54,8151934.74,8665243.17,9208068.45,7013687.63,2.7
DC-4472,45.93,air-cooled,68.7,0.1127,186.09,1.625,10948045.29,12.46,5.723,23104800.91,12779916.84,17942358.88,16865515.92,17933274.54,18903295.66,14353887.1,2.9
DC-4473,46.34,hybrid,84.3,0.1225,188.93,1.248,13327286.38,8.84,4.096,17616273.39,9286287.36,13451280.38,12422932.77,13747210.04,15147380.96,10761024.3,3.9
DC-4474,25.42,hybrid,82.9,0.1219,187.05,1.256,13369353.54,9.29,2.362,10185368.02,5301745.2,7743556.61,6827529.97,7528879.75,8250523.67,6194845.29,3.7
DC-4475,32.35,hybrid,60.0,0.1208,211.22,1.249,14033847.33,8.45,2.734,12139874.61,6929705.76,9534790.18,8994834.27,9908847.11,10912820.45,7627832.14,3.8
DC-4476,24.81,hybrid,59.3,0.107,185.31,1.279,13354540.75,9.46,2.347,9778794.28,5219070.84,7498932.56,6433591.01,7168558.0,7860100.06,5999146.05,3.7
DC-4477,11.37,air-cooled,67.1,0.1173,187.56,1.571,11105515.08,12.51,1.422,5804845.95,3200523.84,4502684.89,4218008.79,4498014.02,4771578.52,3602147.91,2.8
DC-4478,30.12,hybrid,71.7,0.1164,194.33,1.242,13380639.66,8.18,2.464,10447109.09,5745949.44,8096529.26,8103039.73,8961667.61,9820455.32,6477223.41,4.2
DC-4479,5.39,hybrid,64.1,0.1198,201.85,1.226,12672817.69,9.6,0.517,2121150.16,1252277.4,1686713.78,1476659.63,1638730.14,1808798.32,1349371.02,3.6
DC-4480,38.21,hybrid,84.5,0.1389,198.05,1.29,14080783.32,9.18,3.508,16482999.33,8337112.8,12410056.06,10629470.67,11815461.21,13003118.39,9928044.85,3.5
DC-4481,6.32,liquid-cooled,76.2,0.1552,192.07,1.101,17431258.91,2.71,0.171,918352.05,394127.64,656239.84,567929.17,856740.38,1124046.82,524991.87,10.8
DC-4482,20.67,hybrid,76.9,0.1032,160.62,1.267,14168820.39,9.84,2.034,8734067.79,3920412.96,6327240.38,5095797.82,5599867.35,6191276.4,5061792.3,3.7
DC-4483,8.36,air-cooled,56.8,0.1122,176.68,1.609,10538302.44,12.42,1.038,4072370.9,2200726.08,3136548.49,2986633.55,3189925.9,3408566.91,2509238.79,3.0
DC-4484,25.6,air-cooled,86.0,0.1035,196.29,1.464,10481121.55,12.17,3.116,11393617.74,7339675.68,9366646.71,9325077.49,9945824.85,10632862.43,7493317.37,3.1
DC-4485,16.0,air-cooled,38.2,0.1237,187.76,1.545,11685178.69,14.63,2.341,9998146.27,5274553.92,7636350.1,7130598.35,7597738.47,8056055.49,6109080.08,2.4
DC-4486,4.59,air-cooled,82.0,0.1092,196.39,1.548,12024932.56,12.93,0.593,2462735.91,1397511.24,1930123.58,1701288.19,1811948.91,1926354.17,1544098.86,2.7
DC-4487,23.02,liquid-cooled,83.2,0.1248,212.31,1.068,17792860.43,4.61,1.061,5433972.88,2703130.92,4068551.9,2039664.34,3061884.05,4138889.73,3254841.52,6.4
DC-4488,10.36,air-cooled,66.8,0.1421,166.35,1.505,10897225.47,12.16,1.26,5411729.79,2515212.0,3963470.9,3884981.71,4147003.04,4391843.67,3170776.72,2.9
DC-4489,33.28,hybrid,87.3,0.0695,201.07,1.134,13091598.15,8.34,2.776,9992617.05,6698043.84,8345330.44,8339472.92,9238342.96,10259949.71,6676264.35,4.5
DC-4490,16.46,air-cooled,71.2,0.1298,179.04,1.64,10735846.75,12.03,1.98,8415994.84,4253990.4,6334992.62,6211962.1,6571111.66,6984979.94,5067994.1,2.9
DC-4491,22.56,air-cooled,72.7,0.1108,198.03,1.464,10092940.71,12.73,2.872,10522565.21,6824905.92,8673735.57,8444459.49,8928346.57,9458698.39,6938988.46,2.9
DC-4492,7.64,liquid-cooled,76.1,0.1292,183.38,1.108,18187003.43,2.99,0.228,1207392.66,501727.68,854560.17,661410.23,984768.97,1314703.52,683648.14,10.1
DC-4493,10.26,liquid-cooled,98.0,0.1021,215.91,1.053,16709523.53,2.27,0.233,1084621.16,603684.36,844152.76,868092.58,1329530.49,1765620.92,675322.21,13.7
DC-4494,11.39,air-cooled,88.1,0.1439,185.95,1.607,11471399.82,12.94,1.474,6743441.38,3289083.6,5016262.49,4455313.59,4727075.35,5022501.53,4013009.99,2.6
DC-4495,32.63,air-cooled,80.4,0.1383,174.39,1.618,10807724.96,12.75,4.16,18145656.26,8705548.8,13425602.53,12339310.35,13116106.95,13986684.18,10740482.02,2.7
DC-4496,62.92,air-cooled,61.0,0.1314,190.3,1.569,11750066.49,12.34,7.764,34294716.13,17729870.4,26012293.26,24126653.63,25625834.01,27246032.16,20809834.61,2.7
DC-4497,8.64,air-cooled,73.7,0.1359,188.86,1.559,10622612.05,12.14,1.049,4423155.72,2377369.68,3400262.7,3345722.52,3553860.23,3767734.7,2720210.16,2.9
DC-4498,38.92,air-cooled,62.2,0.1051,201.07,1.562,11487684.39,12.47,4.853,19367908.87,11709512.52,15538710.7,14349554.62,15277791.47,16268367.44,12430968.56,2.8
DC-4499,2.9,air-cooled,81.9,0.1076,190.72,1.604,10564611.34,12.01,0.348,1343134.99,796446.72,1069790.86,1059012.62,1128203.5,1198332.37,855832.69,3.0
DC-4500,6.33,liquid-cooled,73.7,0.135,221.13,1.035,17192535.05,4.66,0.295,1488143.53,782800.2,1135471.86,565287.22,865005.19,1138689.36,908377.49,6.3
DC-4501,7.64,hybrid,58.5,0.1046,182.33,1.258,14395600.81,8.66,0.662,2880840.47,1448429.52,2164635.0,1969721.32,2185374.91,2410736.16,1731708.0,4.0
DC-4502,5.57,liquid-cooled,73.0,0.1489,182.51,1.08,18000875.16,4.09,0.228,1233230.93,499347.36,866289.14,467664.49,721432.89,965858.84,693031.31,7.2
DC-4503,4.63,hybrid,61.8,0.1135,174.94,1.297,13415518.86,8.22,0.381,1627167.8,799825.68,1213496.74,1182727.79,1316937.94,1445465.85,970797.39,4.3
DC-4504,22.88,air-cooled,73.8,0.13,185.29,1.583,11310538.55,12.75,2.917,12590277.84,6485891.16,9538084.5,8694091.43,9216334.16,9849684.57,7630467.6,2.7
DC-4505,13.86,liquid-cooled,61.7,0.162,187.47,1.057,18858148.89,3.87,0.536,3050220.34,1205807.04,2128013.69,1229265.77,1907650.03,2489796.41,1702410.95,7.3
DC-4506,22.28,air-cooled,72.3,0.1059,188.22,1.629,11302973.51,12.58,2.803,11276382.46,6330967.92,8803675.19,8032410.18,8594509.98,9097216.65,7042940.15,2.8
DC-4507,28.57,liquid-cooled,81.0,0.1214,185.01,1.048,18506989.01,3.07,0.877,4584232.03,1947045.24,3265638.64,2383792.58,3685875.85,4865276.12,2612510.91,9.8
DC-4508,20.34,air-cooled,71.4,0.1411,174.85,1.55,10106352.17,12.8,2.604,10837097.63,5463712.8,8150405.22,7728806.19,8278191.9,8772082.37,6520324.18,2.8
DC-4509,27.83,air-cooled,67.3,0.139,170.78,1.582,10931735.59,12.86,3.579,15588624.6,7334659.44,11461642.02,10455714.51,11139296.93,11831027.21,9169313.62,2.7
DC-4510,15.55,liquid-cooled,74.4,0.1134,178.37,1.07,17318497.03,4.49,0.698,3428210.09,1494027.12,2461118.6,1287982.03,1953956.65,2594668.25,1968894.88,7.1
DC-4511,6.36,hybrid,80.4,0.1097,201.12,1.276,12638208.56,8.44,0.537,2166629.1,1296017.28,1731323.19,1714383.42,1892069.87,2068578.5,1385058.55,4.1
DC-4512,38.33,liquid-cooled,58.7,0.1153,204.35,1.076,17099112.88,4.62,1.771,8654156.19,4342846.2,6498501.2,3132484.53,4901085.75,6643393.8,5198800.96,6.6
DC-4513,10.26,liquid-cooled,75.1,0.149,182.85,1.064,18366449.07,3.99,0.409,2237315.27,897427.8,1567371.54,878915.43,1353799.72,1793245.01,1253897.23,7.4
DC-4514,7.78,air-cooled,87.8,0.1144,169.88,1.643,11424502.33,12.07,0.939,3929997.53,1914207.84,2922102.68,2754870.07,2936029.64,3145911.73,2337682.14,3.0
DC-4515,14.26,air-cooled,78.9,0.1216,182.78,1.514,10796641.2,12.01,1.713,6872539.94,3757225.68,5314882.81,5252150.84,5592994.0,5969473.79,4251906.25,3.0
DC-4516,7.92,air-cooled,72.7,0.1115,215.37,1.613,11064575.89,12.71,1.007,4062516.2,2602531.08,3332523.64,3067969.28,3250702.4,3456538.12,2666018.91,2.7
DC-4517,11.78,hybrid,79.7,0.1341,198.98,1.276,13551053.96,9.33,1.099,4956800.95,2624148.24,3790474.6,3281562.98,3652924.83,4019425.09,3032379.68,3.5
DC-4518,21.66,hybrid,77.4,0.1231,192.26,1.236,13778718.02,8.96,1.941,8530278.37,4478119.92,6504199.14,5837466.29,6445659.15,7170205.11,5203359.31,3.7
DC-4519,21.73,air-cooled,81.0,0.0999,198.44,1.56,11622017.3,12.07,2.623,10355247.15,6246097.44,8300672.3,7911063.01,8427648.63,8951873.26,6640537.84,2.9
DC-4520,8.02,hybrid,47.7,0.1006,207.11,1.269,12914606.86,8.47,0.679,2708005.79,1687532.28,2197769.04,2258257.36,2481517.0,2739265.15,1758215.23,4.1
DC-4521,11.13,hybrid,53.4,0.08,166.71,1.235,13714521.6,8.82,0.982,3842722.6,1964510.64,2903616.62,2667704.36,2943524.51,3258533.65,2322893.3,4.3
DC-4522,38.84,air-cooled,84.1,0.1034,178.12,1.508,11163832.95,12.86,4.995,19214636.32,10676512.8,14945574.56,13670395.21,14683145.01,15556220.03,11956459.65,2.9
DC-4523,24.46,hybrid,53.9,0.1359,176.07,1.246,12595815.75,8.72,2.133,9134387.42,4506687.72,6820537.57,6540470.61,7274230.77,8008015.59,5456430.06,4.0
DC-4524,86.49,hybrid,76.8,0.1465,192.81,1.286,12934997.11,9.75,8.433,38157798.98,19511600.76,28834699.87,24525190.57,26879922.42,29550053.47,23067759.9,3.4
DC-4525,42.27,liquid-cooled,67.8,0.1337,186.4,1.08,16896709.62,3.59,1.517,7614935.45,3393225.6,5504080.52,3780221.35,5404247.59,7252741.63,4403264.42,8.6
DC-4526,41.08,air-cooled,60.0,0.1311,195.34,1.601,10583460.49,12.85,5.279,22121787.52,12374398.32,17248092.92,15976475.39,16926092.31,17975722.48,13798474.34,2.7
DC-4527,5.42,air-cooled,76.2,0.1175,176.4,1.48,11181864.82,12.02,0.651,2609353.07,1378036.8,1993694.94,1957235.47,2089089.93,2230707.35,1594955.95,3.1
DC-4528,30.3,air-cooled,74.4,0.1355,204.58,1.627,10923702.78,12.5,3.788,16510778.2,9299388.48,12905083.34,12132078.32,12799622.7,13536933.15,10324066.67,2.6
DC-4529,15.76,air-cooled,97.3,0.1257,182.96,1.563,10890749.38,12.95,2.041,8452262.36,4481056.32,6466659.34,5914224.9,6297581.24,6639106.46,5173327.47,2.7
